t,leg_idx,phase,pos_n,pos_e,pos_d,vel_n,vel_e,vel_d,cmd_vn,cmd_ve,cmd_vd,cmd_spd,ach_spd,err_spd,dxy_to_gate,dist_to_gate,turn_angle_rad,blend_radius,desired_pre_ceiling,cmd_pre_smooth,yaw_cmd_deg
11.7858,4,SUSTAIN,46.539,25.884,-2.967,-9.589,3.14,0.104,-10.978,3.553,-0.099,11.538,10.09,1.449,6.873,6.873,0.313,4.222,9.0,11.538,162.07
11.8082,4,SUSTAIN,46.236,25.995,-2.966,-9.556,3.182,0.063,-10.985,3.531,-0.101,11.538,10.072,1.466,6.55,6.55,0.311,4.216,9.0,11.538,162.18
11.8304,4,SUSTAIN,46.236,25.995,-2.966,-9.556,3.182,0.063,-10.985,3.531,-0.101,11.538,10.072,1.466,6.55,6.55,0.311,4.216,9.0,11.538,162.18
11.852,4,SUSTAIN,45.857,26.135,-2.968,-9.55,3.183,-0.024,-10.994,3.501,-0.097,11.538,10.067,1.472,6.147,6.147,0.3083,4.213,9.0,11.538,162.34
11.8727,4,SUSTAIN,45.555,26.246,-2.971,-9.508,3.202,-0.077,-11.003,3.474,-0.086,11.538,10.033,1.506,5.825,5.825,0.3058,4.203,9.0,11.538,162.48
11.8951,4,SUSTAIN,45.555,26.246,-2.971,-9.508,3.202,-0.077,-11.003,3.474,-0.086,11.538,10.033,1.506,5.825,5.825,0.3058,4.203,9.0,11.538,162.48
11.9175,4,SUSTAIN,45.253,26.359,-2.977,-9.48,3.224,-0.136,-11.014,3.44,-0.069,11.538,10.013,1.525,5.504,5.504,0.3027,4.196,9.0,11.538,162.66
11.94,4,SUSTAIN,45.253,26.359,-2.977,-9.48,3.224,-0.136,-11.014,3.44,-0.069,11.538,10.013,1.525,5.504,5.504,0.3027,4.196,9.0,11.538,162.66
11.9618,4,SUSTAIN,44.953,26.474,-2.985,-9.448,3.224,-0.19,-11.027,3.396,-0.046,11.538,9.983,1.556,5.183,5.183,0.2988,4.186,9.0,11.538,162.88
11.9843,4,SUSTAIN,44.953,26.474,-2.985,-9.448,3.224,-0.19,-11.027,3.396,-0.046,11.538,9.983,1.556,5.183,5.183,0.2988,4.186,9.0,11.538,162.88
12.0068,4,SUSTAIN,44.654,26.589,-2.994,-9.377,3.231,-0.208,-11.042,3.348,-0.019,11.538,9.918,1.621,4.864,4.864,0.2944,4.167,9.0,11.538,163.13
12.0293,4,SUSTAIN,44.654,26.589,-2.994,-9.377,3.231,-0.208,-11.042,3.348,-0.019,11.538,9.918,1.621,4.864,4.864,0.2944,4.167,9.0,11.538,163.13
12.0505,4,SUSTAIN,44.358,26.702,-3.003,-9.347,3.205,-0.235,-11.058,3.295,0.009,11.538,9.881,1.657,4.547,4.547,0.2896,4.155,9.0,11.538,163.41
12.073,4,SUSTAIN,44.358,26.702,-3.003,-9.347,3.205,-0.235,-11.058,3.295,0.009,11.538,9.881,1.657,4.547,4.547,0.2896,4.155,9.0,11.538,163.41
12.0955,4,SUSTAIN,43.987,26.844,-3.016,-9.317,3.165,-0.272,-11.082,3.212,0.049,11.538,9.84,1.698,4.152,4.152,0.2821,4.14,9.0,11.538,163.84
12.1166,4,TURN,43.692,26.958,-3.028,-9.287,3.126,-0.307,-10.988,2.877,0.084,11.358,9.799,1.56,3.837,3.837,0.2751,4.125,8.525,11.219,165.33
12.1389,4,TURN,43.692,26.958,-3.028,-9.287,3.126,-0.307,-10.853,2.842,0.084,11.219,9.799,1.42,3.837,3.837,0.2751,4.125,8.525,11.219,165.33
12.1597,4,TURN,43.398,27.069,-3.041,-9.282,3.068,-0.35,-10.75,2.51,0.122,11.039,9.775,1.263,3.523,3.523,0.2675,4.114,8.104,10.657,166.86
12.1821,4,TURN,43.398,27.069,-3.041,-9.282,3.068,-0.35,-10.574,2.469,0.122,10.859,9.775,1.083,3.523,3.523,0.2675,4.114,8.104,10.657,166.86
12.2042,4,TURN,43.103,27.177,-3.055,-9.25,3.045,-0.348,-10.459,2.155,0.164,10.678,9.738,0.94,3.21,3.211,0.2591,4.1,7.733,10.162,168.36
12.2266,4,TURN,43.103,27.177,-3.055,-9.25,3.045,-0.348,-10.282,2.118,0.164,10.498,9.738,0.76,3.21,3.211,0.2591,4.1,7.733,10.162,168.36
12.2492,4,TURN,42.81,27.288,-3.068,-9.217,2.999,-0.337,-10.158,1.811,0.203,10.318,9.693,0.625,2.899,2.9,0.2481,4.081,7.432,9.755,169.89
12.2716,4,TURN,42.81,27.288,-3.068,-9.217,2.999,-0.337,-9.981,1.779,0.203,10.138,9.693,0.445,2.899,2.9,0.2481,4.081,7.432,9.755,169.89
12.294,4,TURN,42.518,27.398,-3.081,-9.187,2.946,-0.308,-9.846,1.486,0.242,9.957,9.648,0.309,2.589,2.59,0.2348,4.062,7.213,9.456,171.42
12.3165,4,TURN,42.518,27.398,-3.081,-9.187,2.946,-0.308,-9.668,1.459,0.242,9.777,9.648,0.129,2.589,2.59,0.2348,4.062,7.213,9.456,171.42
12.3382,5,SUSTAIN,42.155,27.529,-3.094,-9.121,2.805,-0.241,-10.017,0.213,0.282,10.019,9.543,0.477,22.16,22.16,0.6093,4.274,9.0,11.538,178.78
12.3587,5,SUSTAIN,41.866,27.63,-3.103,-9.06,2.702,-0.193,-10.258,0.174,0.309,10.259,9.454,0.805,21.869,21.87,0.6049,4.249,9.0,11.538,179.03
12.3811,5,SUSTAIN,41.866,27.63,-3.103,-9.06,2.702,-0.193,-10.498,0.178,0.309,10.499,9.454,1.045,21.869,21.87,0.6049,4.249,9.0,11.538,179.03
12.4027,5,SUSTAIN,41.58,27.731,-3.111,-9.018,2.622,-0.209,-10.738,0.134,0.332,10.739,9.391,1.348,21.581,21.581,0.6005,4.23,9.0,11.538,179.29
12.4253,5,SUSTAIN,41.58,27.731,-3.111,-9.018,2.622,-0.209,-10.978,0.137,0.332,10.979,9.391,1.588,21.581,21.581,0.6005,4.23,9.0,11.538,179.29
12.4471,5,SUSTAIN,41.294,27.828,-3.119,-8.986,2.515,-0.254,-11.219,0.09,0.357,11.219,9.332,1.887,21.295,21.295,0.5961,4.212,9.0,11.538,179.54
12.4695,5,SUSTAIN,41.294,27.828,-3.119,-8.986,2.515,-0.254,-11.459,0.092,0.357,11.459,9.332,2.127,21.295,21.295,0.5961,4.212,9.0,11.538,179.54
12.4909,5,SUSTAIN,41.009,27.919,-3.13,-8.987,2.305,-0.331,-11.538,0.044,0.39,11.538,9.278,2.26,21.009,21.009,0.5918,4.196,9.0,11.538,179.78
12.5119,5,SUSTAIN,41.009,27.919,-3.13,-8.987,2.305,-0.331,-11.538,0.044,0.39,11.538,9.278,2.26,21.009,21.009,0.5918,4.196,9.0,11.538,179.78
12.5346,5,SUSTAIN,40.653,28.024,-3.146,-8.963,1.991,-0.389,-11.538,-0.013,0.438,11.538,9.182,2.357,20.653,20.653,0.5869,4.169,9.0,11.538,-179.93
12.5574,5,SUSTAIN,40.653,28.024,-3.146,-8.963,1.991,-0.389,-11.538,-0.013,0.438,11.538,9.182,2.357,20.653,20.653,0.5869,4.169,9.0,11.538,-179.93
12.58,5,SUSTAIN,40.369,28.1,-3.16,-8.93,1.704,-0.421,-11.538,-0.057,0.481,11.538,9.091,2.447,20.369,20.37,0.5831,4.144,9.0,11.538,-179.72
12.6009,5,SUSTAIN,40.369,28.1,-3.16,-8.93,1.704,-0.421,-11.538,-0.057,0.481,11.538,9.091,2.447,20.369,20.37,0.5831,4.144,9.0,11.538,-179.72
12.6236,5,SUSTAIN,40.086,28.165,-3.176,-8.901,1.393,-0.435,-11.538,-0.095,0.527,11.538,9.01,2.528,20.087,20.088,0.5798,4.122,9.0,11.538,-179.53
12.645,5,SUSTAIN,39.804,28.22,-3.191,-8.872,1.117,-0.431,-11.537,-0.128,0.572,11.538,8.942,2.596,19.805,19.806,0.5769,4.103,9.0,11.538,-179.36
12.6676,5,SUSTAIN,39.804,28.22,-3.191,-8.872,1.117,-0.431,-11.537,-0.128,0.572,11.538,8.942,2.596,19.805,19.806,0.5769,4.103,9.0,11.538,-179.36
12.6891,5,SUSTAIN,39.523,28.267,-3.206,-8.843,0.852,-0.403,-11.537,-0.158,0.617,11.538,8.884,2.654,19.525,19.526,0.5743,4.087,9.0,11.538,-179.22
12.7118,5,SUSTAIN,39.523,28.267,-3.206,-8.843,0.852,-0.403,-11.537,-0.158,0.617,11.538,8.884,2.654,19.525,19.526,0.5743,4.087,9.0,11.538,-179.22
12.7332,5,SUSTAIN,39.243,28.307,-3.219,-8.831,0.576,-0.343,-11.536,-0.184,0.658,11.538,8.85,2.688,19.246,19.247,0.5721,4.077,9.0,11.538,-179.09
12.7548,5,SUSTAIN,39.243,28.307,-3.219,-8.831,0.576,-0.343,-11.536,-0.184,0.658,11.538,8.85,2.688,19.246,19.247,0.5721,4.077,9.0,11.538,-179.09
12.7773,5,SUSTAIN,38.963,28.336,-3.231,-8.837,0.329,-0.294,-11.536,-0.205,0.692,11.538,8.843,2.694,18.966,18.967,0.5703,4.074,9.0,11.538,-178.98
12.7999,5,SUSTAIN,38.963,28.336,-3.231,-8.837,0.329,-0.294,-11.536,-0.205,0.692,11.538,8.843,2.694,18.966,18.967,0.5703,4.074,9.0,11.538,-178.98
12.8226,5,SUSTAIN,38.613,28.362,-3.243,-8.843,0.077,-0.21,-11.535,-0.224,0.728,11.537,8.843,2.694,18.616,18.618,0.5686,4.073,9.0,11.538,-178.89
12.8451,5,SUSTAIN,38.613,28.362,-3.243,-8.843,0.077,-0.21,-11.535,-0.224,0.728,11.537,8.843,2.694,18.616,18.618,0.5686,4.073,9.0,11.538,-178.89
12.8676,5,SUSTAIN,38.333,28.38,-3.25,-8.842,-0.109,-0.119,-11.535,-0.239,0.751,11.537,8.843,2.694,18.337,18.339,0.5673,4.072,9.0,11.538,-178.81
12.8886,5,SUSTAIN,38.053,28.391,-3.255,-8.874,-0.288,-0.048,-11.535,-0.25,0.766,11.537,8.879,2.658,18.058,18.059,0.5664,4.08,9.0,11.538,-178.76
12.9099,5,SUSTAIN,38.053,28.391,-3.255,-8.874,-0.288,-0.048,-11.535,-0.25,0.766,11.537,8.879,2.658,18.058,18.059,0.5664,4.08,9.0,11.538,-178.76
12.9306,5,SUSTAIN,37.772,28.396,-3.259,-8.916,-0.391,0.008,-11.534,-0.257,0.776,11.537,8.924,2.613,17.776,17.778,0.5657,4.091,9.0,11.538,-178.72
12.9531,5,SUSTAIN,37.772,28.396,-3.259,-8.916,-0.391,0.008,-11.534,-0.257,0.776,11.537,8.924,2.613,17.776,17.778,0.5657,4.091,9.0,11.538,-178.72
12.9748,5,SUSTAIN,37.489,28.396,-3.26,-8.973,-0.507,0.07,-11.534,-0.261,0.78,11.537,8.987,2.55,17.493,17.495,0.5654,4.107,9.0,11.538,-178.7
12.9972,5,SUSTAIN,37.489,28.396,-3.26,-8.973,-0.507,0.07,-11.534,-0.261,0.78,11.537,8.987,2.55,17.493,17.495,0.5654,4.107,9.0,11.538,-178.7
13.0182,5,SUSTAIN,37.206,28.398,-3.26,-9.022,-0.591,0.125,-11.534,-0.267,0.781,11.537,9.041,2.496,17.21,17.212,0.5649,4.12,9.0,11.538,-178.67
13.0406,5,SUSTAIN,37.206,28.398,-3.26,-9.022,-0.591,0.125,-11.534,-0.267,0.781,11.537,9.041,2.496,17.21,17.212,0.5649,4.12,9.0,11.538,-178.67
13.0633,5,SUSTAIN,36.85,28.396,-3.258,-9.076,-0.68,0.208,-11.534,-0.271,0.774,11.537,9.101,2.436,16.855,16.857,0.5645,4.135,9.0,11.538,-178.66
13.0858,5,SUSTAIN,36.85,28.396,-3.258,-9.076,-0.68,0.208,-11.534,-0.271,0.774,11.537,9.101,2.436,16.855,16.857,0.5645,4.135,9.0,11.538,-178.66
13.1084,5,SUSTAIN,36.563,28.39,-3.254,-9.136,-0.684,0.256,-11.534,-0.272,0.761,11.537,9.161,2.376,16.568,16.57,0.5644,4.15,9.0,11.538,-178.65
13.1295,5,SUSTAIN,36.563,28.39,-3.254,-9.136,-0.684,0.256,-11.534,-0.272,0.761,11.537,9.161,2.376,16.568,16.57,0.5644,4.15,9.0,11.538,-178.65
13.1505,5,SUSTAIN,36.274,28.385,-3.248,-9.211,-0.71,0.302,-11.534,-0.273,0.745,11.537,9.239,2.298,16.279,16.281,0.5644,4.169,9.0,11.538,-178.64
13.173,5,SUSTAIN,36.274,28.385,-3.248,-9.211,-0.71,0.302,-11.534,-0.273,0.745,11.537,9.239,2.298,16.279,16.281,0.5644,4.169,9.0,11.538,-178.64
13.1955,5,SUSTAIN,35.984,28.382,-3.242,-9.264,-0.704,0.359,-11.534,-0.276,0.726,11.537,9.29,2.247,15.989,15.991,0.5641,4.182,9.0,11.538,-178.63
13.2161,5,SUSTAIN,35.619,28.377,-3.232,-9.347,-0.684,0.408,-11.534,-0.278,0.695,11.537,9.372,2.165,15.623,15.625,0.5639,4.202,9.0,11.538,-178.62
13.2385,5,SUSTAIN,35.619,28.377,-3.232,-9.347,-0.684,0.408,-11.534,-0.278,0.695,11.537,9.372,2.165,15.623,15.625,0.5639,4.202,9.0,11.538,-178.62
13.2602,5,SUSTAIN,35.398,28.373,-3.224,-9.373,-0.65,0.447,-11.534,-0.28,0.672,11.537,9.395,2.142,15.403,15.404,0.5638,4.208,9.0,11.538,-178.61
13.2825,5,SUSTAIN,35.398,28.373,-3.224,-9.373,-0.65,0.447,-11.534,-0.28,0.672,11.537,9.395,2.142,15.403,15.404,0.5638,4.208,9.0,11.538,-178.61
13.3043,5,SUSTAIN,35.029,28.373,-3.21,-9.434,-0.56,0.486,-11.534,-0.286,0.63,11.537,9.451,2.087,15.034,15.035,0.5632,4.221,9.0,11.538,-178.58
13.326,5,SUSTAIN,35.029,28.373,-3.21,-9.434,-0.56,0.486,-11.534,-0.286,0.63,11.537,9.451,2.087,15.034,15.035,0.5632,4.221,9.0,11.538,-178.58
13.3483,5,SUSTAIN,34.732,28.376,-3.198,-9.487,-0.478,0.494,-11.534,-0.294,0.595,11.537,9.499,2.038,14.737,14.738,0.5625,4.233,9.0,11.538,-178.54
13.3708,5,SUSTAIN,34.732,28.376,-3.198,-9.487,-0.478,0.494,-11.534,-0.294,0.595,11.537,9.499,2.038,14.737,14.738,0.5625,4.233,9.0,11.538,-178.54
13.3931,5,SUSTAIN,34.432,28.379,-3.186,-9.545,-0.414,0.51,-11.534,-0.303,0.558,11.538,9.554,1.983,14.437,14.439,0.5618,4.246,9.0,11.538,-178.5
13.4155,5,SUSTAIN,34.432,28.379,-3.186,-9.545,-0.414,0.51,-11.534,-0.303,0.558,11.538,9.554,1.983,14.437,14.439,0.5618,4.246,9.0,11.538,-178.5
13.438,5,SUSTAIN,34.056,28.385,-3.17,-9.612,-0.373,0.537,-11.533,-0.316,0.509,11.538,9.619,1.919,14.061,14.062,0.5606,4.262,9.0,11.538,-178.43
13.4594,5,SUSTAIN,33.828,28.392,-3.159,-9.651,-0.341,0.542,-11.533,-0.327,0.478,11.538,9.657,1.88,13.834,13.835,0.5597,4.271,9.0,11.538,-178.38
13.4814,5,SUSTAIN,33.828,28.392,-3.159,-9.651,-0.341,0.542,-11.533,-0.327,0.478,11.538,9.657,1.88,13.834,13.835,0.5597,4.271,9.0,11.538,-178.38
13.5028,5,SUSTAIN,33.524,28.401,-3.146,-9.711,-0.266,0.524,-11.533,-0.342,0.438,11.538,9.715,1.823,13.53,13.53,0.5583,4.284,9.0,11.538,-178.3
13.5253,5,SUSTAIN,33.524,28.401,-3.146,-9.711,-0.266,0.524,-11.533,-0.342,0.438,11.538,9.715,1.823,13.53,13.53,0.5583,4.284,9.0,11.538,-178.3
13.5467,5,SUSTAIN,33.14,28.413,-3.129,-9.772,-0.235,0.506,-11.532,-0.362,0.388,11.538,9.775,1.763,13.147,13.147,0.5566,4.298,9.0,11.538,-178.2
13.5681,5,SUSTAIN,33.14,28.413,-3.129,-9.772,-0.235,0.506,-11.532,-0.362,0.388,11.538,9.775,1.763,13.147,13.147,0.5566,4.298,9.0,11.538,-178.2
13.5906,5,SUSTAIN,32.831,28.422,-3.116,-9.796,-0.226,0.51,-11.532,-0.38,0.349,11.538,9.798,1.74,12.838,12.839,0.5551,4.303,9.0,11.538,-178.11
13.6123,5,SUSTAIN,32.831,28.422,-3.116,-9.796,-0.226,0.51,-11.532,-0.38,0.349,11.538,9.798,1.74,12.838,12.839,0.5551,4.303,9.0,11.538,-178.11
13.6339,5,SUSTAIN,32.521,28.435,-3.103,-9.838,-0.198,0.476,-11.531,-0.4,0.309,11.538,9.84,1.699,12.529,12.529,0.5533,4.312,9.0,11.538,-178.01
13.6544,5,SUSTAIN,32.521,28.435,-3.103,-9.838,-0.198,0.476,-11.531,-0.4,0.309,11.538,9.84,1.699,12.529,12.529,0.5533,4.312,9.0,11.538,-178.01
13.6767,5,SUSTAIN,32.209,28.446,-3.091,-9.866,-0.212,0.458,-11.53,-0.421,0.273,11.538,9.869,1.669,12.217,12.218,0.5515,4.318,9.0,11.538,-177.91
13.6992,5,SUSTAIN,32.209,28.446,-3.091,-9.866,-0.212,0.458,-11.53,-0.421,0.273,11.538,9.869,1.669,12.217,12.218,0.5515,4.318,9.0,11.538,-177.91
13.7217,5,SUSTAIN,31.897,28.454,-3.079,-9.891,-0.215,0.43,-11.53,-0.44,0.238,11.538,9.893,1.645,11.906,11.906,0.5498,4.323,9.0,11.538,-177.81
13.743,5,SUSTAIN,31.583,28.463,-3.068,-9.907,-0.2,0.415,-11.529,-0.461,0.204,11.538,9.909,1.629,11.593,11.593,0.548,4.326,9.0,11.538,-177.71
13.7642,5,SUSTAIN,31.583,28.463,-3.068,-9.907,-0.2,0.415,-11.529,-0.461,0.204,11.538,9.909,1.629,11.593,11.593,0.548,4.326,9.0,11.538,-177.71
13.7856,5,SUSTAIN,31.19,28.478,-3.054,-9.941,-0.194,0.389,-11.528,-0.492,0.161,11.538,9.943,1.595,11.201,11.201,0.5453,4.333,9.0,11.538,-177.56
13.8075,5,SUSTAIN,31.19,28.478,-3.054,-9.941,-0.194,0.389,-11.528,-0.492,0.161,11.538,9.943,1.595,11.201,11.201,0.5453,4.333,9.0,11.538,-177.56
13.8298,5,SUSTAIN,30.875,28.488,-3.044,-9.946,-0.205,0.347,-11.527,-0.517,0.131,11.538,9.948,1.59,10.886,10.886,0.5432,4.333,9.0,11.538,-177.43
13.8524,5,SUSTAIN,30.875,28.488,-3.044,-9.946,-0.205,0.347,-11.527,-0.517,0.131,11.538,9.948,1.59,10.886,10.886,0.5432,4.333,9.0,11.538,-177.43
13.8739,5,SUSTAIN,30.56,28.495,-3.034,-9.939,-0.223,0.329,-11.526,-0.541,0.103,11.538,9.941,1.597,10.571,10.571,0.5411,4.33,9.0,11.538,-177.31
13.896,5,SUSTAIN,30.56,28.495,-3.034,-9.939,-0.223,0.329,-11.526,-0.541,0.103,11.538,9.941,1.597,10.571,10.571,0.5411,4.33,9.0,11.538,-177.31
13.9186,5,SUSTAIN,30.245,28.504,-3.025,-9.943,-0.244,0.292,-11.525,-0.567,0.075,11.538,9.946,1.592,10.257,10.257,0.5389,4.33,9.0,11.538,-177.19
13.9398,5,SUSTAIN,30.245,28.504,-3.025,-9.943,-0.244,0.292,-11.525,-0.567,0.075,11.538,9.946,1.592,10.257,10.257,0.5389,4.33,9.0,11.538,-177.19
13.9624,5,SUSTAIN,29.929,28.512,-3.017,-9.923,-0.299,0.265,-11.523,-0.594,0.05,11.538,9.928,1.611,9.943,9.943,0.5365,4.323,9.0,11.538,-177.05
13.9846,5,SUSTAIN,29.614,28.517,-3.009,-9.926,-0.361,0.228,-11.522,-0.619,0.027,11.538,9.933,1.606,9.628,9.628,0.5343,4.323,9.0,11.538,-176.92
14.0058,5,SUSTAIN,29.614,28.517,-3.009,-9.926,-0.361,0.228,-11.522,-0.619,0.027,11.538,9.933,1.606,9.628,9.628,0.5343,4.323,9.0,11.538,-176.92
14.0274,5,SUSTAIN,29.22,28.519,-3.002,-9.936,-0.417,0.157,-11.52,-0.649,0.005,11.538,9.945,1.594,9.235,9.235,0.5318,4.325,9.0,11.538,-176.78
14.0491,5,SUSTAIN,29.22,28.519,-3.002,-9.936,-0.417,0.157,-11.52,-0.649,0.005,11.538,9.945,1.594,9.235,9.235,0.5318,4.325,9.0,11.538,-176.78
14.071,5,SUSTAIN,28.905,28.521,-2.997,-9.921,-0.476,0.127,-11.519,-0.674,-0.009,11.538,9.933,1.606,8.92,8.92,0.5295,4.32,9.0,11.538,-176.65
14.0931,5,SUSTAIN,28.905,28.521,-2.997,-9.921,-0.476,0.127,-11.519,-0.674,-0.009,11.538,9.933,1.606,8.92,8.92,0.5295,4.32,9.0,11.538,-176.65
14.1158,5,SUSTAIN,28.59,28.52,-2.993,-9.912,-0.531,0.105,-11.517,-0.698,-0.022,11.538,9.926,1.612,8.606,8.606,0.5275,4.317,9.0,11.538,-176.53
14.1384,5,SUSTAIN,28.59,28.52,-2.993,-9.912,-0.531,0.105,-11.517,-0.698,-0.022,11.538,9.926,1.612,8.606,8.606,0.5275,4.317,9.0,11.538,-176.53
14.1598,5,SUSTAIN,28.197,28.514,-2.989,-9.883,-0.591,0.083,-11.516,-0.723,-0.034,11.538,9.9,1.638,8.213,8.213,0.5253,4.31,9.0,11.538,-176.41
14.1824,5,SUSTAIN,28.197,28.514,-2.989,-9.883,-0.591,0.083,-11.516,-0.723,-0.034,11.538,9.9,1.638,8.213,8.213,0.5253,4.31,9.0,11.538,-176.41
14.205,5,SUSTAIN,27.961,28.509,-2.987,-9.886,-0.598,0.063,-11.515,-0.737,-0.039,11.538,9.904,1.634,7.977,7.977,0.5241,4.31,9.0,11.538,-176.34
14.2261,5,SUSTAIN,27.647,28.505,-2.985,-9.868,-0.643,0.041,-11.513,-0.761,-0.046,11.538,9.889,1.65,7.663,7.664,0.522,4.305,9.0,11.538,-176.22
14.2483,5,SUSTAIN,27.647,28.505,-2.985,-9.868,-0.643,0.041,-11.513,-0.761,-0.046,11.538,9.889,1.65,7.663,7.664,0.522,4.305,9.0,11.538,-176.22
14.2692,5,SUSTAIN,27.255,28.497,-2.984,-9.868,-0.672,-0.018,-11.511,-0.788,-0.049,11.538,9.891,1.647,7.272,7.272,0.5196,4.304,9.0,11.538,-176.08
14.2916,5,SUSTAIN,27.255,28.497,-2.984,-9.868,-0.672,-0.018,-11.511,-0.788,-0.049,11.538,9.891,1.647,7.272,7.272,0.5196,4.304,9.0,11.538,-176.08
14.3134,5,SUSTAIN,26.941,28.487,-2.984,-9.861,-0.706,-0.034,-11.51,-0.808,-0.048,11.538,9.886,1.653,6.958,6.958,0.5179,4.301,9.0,11.538,-175.98
14.3359,5,SUSTAIN,26.941,28.487,-2.984,-9.861,-0.706,-0.034,-11.51,-0.808,-0.048,11.538,9.886,1.653,6.958,6.958,0.5179,4.301,9.0,11.538,-175.98
14.3584,5,SUSTAIN,26.627,28.478,-2.985,-9.861,-0.693,-0.065,-11.509,-0.83,-0.045,11.538,9.886,1.653,6.644,6.644,0.516,4.3,9.0,11.538,-175.87
14.3791,5,SUSTAIN,26.627,28.478,-2.985,-9.861,-0.693,-0.065,-11.509,-0.83,-0.045,11.538,9.886,1.653,6.644,6.644,0.516,4.3,9.0,11.538,-175.87
14.4015,5,SUSTAIN,26.314,28.472,-2.987,-9.845,-0.685,-0.078,-11.506,-0.86,-0.04,11.538,9.868,1.67,6.331,6.331,0.5134,4.294,9.0,11.538,-175.73
14.423,5,SUSTAIN,26.314,28.472,-2.987,-9.845,-0.685,-0.078,-11.506,-0.86,-0.04,11.538,9.868,1.67,6.331,6.331,0.5134,4.294,9.0,11.538,-175.73
14.4455,5,SUSTAIN,26.0,28.464,-2.989,-9.845,-0.68,-0.106,-11.504,-0.89,-0.032,11.538,9.868,1.67,6.018,6.018,0.5108,4.292,9.0,11.538,-175.58
14.4674,5,SUSTAIN,25.687,28.455,-2.993,-9.838,-0.699,-0.122,-11.502,-0.92,-0.022,11.538,9.863,1.676,5.705,5.705,0.5081,4.289,9.0,11.538,-175.42
14.4898,5,SUSTAIN,25.687,28.455,-2.993,-9.838,-0.699,-0.122,-11.502,-0.92,-0.022,11.538,9.863,1.676,5.705,5.705,0.5081,4.289,9.0,11.538,-175.42
14.5114,5,SUSTAIN,25.296,28.445,-2.997,-9.83,-0.726,-0.14,-11.498,-0.966,-0.008,11.538,9.857,1.682,5.314,5.314,0.5042,4.285,9.0,11.538,-175.2
14.5338,5,SUSTAIN,25.296,28.445,-2.997,-9.83,-0.726,-0.14,-11.498,-0.966,-0.008,11.538,9.857,1.682,5.314,5.314,0.5042,4.285,9.0,11.538,-175.2
14.555,5,SUSTAIN,24.982,28.437,-3.002,-9.83,-0.728,-0.165,-11.494,-1.009,0.005,11.538,9.857,1.682,5.001,5.001,0.5004,4.283,9.0,11.538,-174.98
14.5775,5,SUSTAIN,24.982,28.437,-3.002,-9.83,-0.728,-0.165,-11.494,-1.009,0.005,11.538,9.857,1.682,5.001,5.001,0.5004,4.283,9.0,11.538,-174.98
14.5988,5,SUSTAIN,24.669,28.428,-3.007,-9.805,-0.72,-0.152,-11.49,-1.054,0.02,11.538,9.832,1.707,4.688,4.688,0.4965,4.274,9.0,11.538,-174.76
14.6207,5,SUSTAIN,24.669,28.428,-3.007,-9.805,-0.72,-0.152,-11.49,-1.054,0.02,11.538,9.832,1.707,4.688,4.688,0.4965,4.274,9.0,11.538,-174.76
14.6426,5,SUSTAIN,24.356,28.418,-3.011,-9.805,-0.706,-0.159,-11.486,-1.103,0.034,11.538,9.83,1.708,4.376,4.376,0.4922,4.271,9.0,11.538,-174.51
14.6651,5,SUSTAIN,24.356,28.418,-3.011,-9.805,-0.706,-0.159,-11.486,-1.103,0.034,11.538,9.83,1.708,4.376,4.376,0.4922,4.271,9.0,11.538,-174.51
14.6873,5,TURN,24.043,28.411,-3.015,-9.771,-0.717,-0.139,-11.397,-1.407,0.046,11.484,9.797,1.687,4.064,4.064,0.4867,4.259,8.548,11.484,-172.96
14.7088,5,TURN,24.043,28.411,-3.015,-9.771,-0.717,-0.139,-11.397,-1.407,0.046,11.484,9.797,1.687,4.064,4.064,0.4867,4.259,8.548,11.484,-172.96
14.7313,5,TURN,23.731,28.402,-3.019,-9.753,-0.747,-0.135,-11.155,-1.826,0.058,11.304,9.782,1.522,3.753,3.753,0.4806,4.251,8.11,10.889,-170.7
14.7529,5,TURN,23.731,28.402,-3.019,-9.753,-0.747,-0.135,-10.977,-1.797,0.058,11.124,9.782,1.342,3.753,3.753,0.4806,4.251,8.11,10.889,-170.7
14.7744,5,TURN,23.342,28.388,-3.024,-9.74,-0.77,-0.127,-10.699,-2.3,0.072,10.943,9.77,1.173,3.365,3.365,0.4724,4.243,7.617,10.219,-167.87
14.7959,5,TURN,23.031,28.376,-3.027,-9.734,-0.803,-0.129,-10.425,-2.679,0.082,10.763,9.767,0.996,3.054,3.054,0.4647,4.238,7.291,9.774,-165.59
14.8183,5,TURN,23.031,28.376,-3.027,-9.734,-0.803,-0.129,-10.25,-2.634,0.082,10.583,9.767,0.816,3.054,3.054,0.4647,4.238,7.291,9.774,-165.59
14.8398,5,TURN,22.72,28.364,-3.03,-9.723,-0.85,-0.125,-9.964,-2.992,0.091,10.403,9.76,0.644,2.744,2.744,0.4551,4.23,7.049,9.441,-163.29
14.8622,5,TURN,22.72,28.364,-3.03,-9.723,-0.85,-0.125,-9.791,-2.94,0.091,10.223,9.76,0.464,2.744,2.744,0.4551,4.23,7.049,9.441,-163.29
14.8834,6,SUSTAIN,22.409,28.349,-3.033,-9.706,-0.915,-0.13,-9.054,-5.246,0.1,10.464,9.75,0.714,16.653,16.653,1.0456,4.603,9.0,11.538,-149.91
